"","Idgrid","Variable","Value","Dimension","Facet","Taxon"
"39","CRS3035RES50000mN1450000E5650000","aphyloBirds",0.363700837562314,"Alpha","Phylogenetic","Birds"
"40","CRS3035RES50000mN1450000E5650000","aphyloTrees",0.624542279976059,"Alpha","Phylogenetic","Trees"
"41","CRS3035RES50000mN1450000E5650000","ataxobird",0.3,"Alpha","Taxonomic","Birds"
"42","CRS3035RES50000mN1450000E5650000","ataxotree",0.395604395604396,"Alpha","Taxonomic","Trees"
"43","CRS3035RES50000mN1450000E5700000","afuncBirds",0.191618741699968,"Alpha","Functional","Birds"
"44","CRS3035RES50000mN1450000E5700000","afuncTrees",0.120638525539145,"Alpha","Functional","Trees"
"45","CRS3035RES50000mN1450000E5700000","aphyloBirds",0.363700837562314,"Alpha","Phylogenetic","Birds"
"46","CRS3035RES50000mN1450000E5700000","aphyloTrees",0.571035325672124,"Alpha","Phylogenetic","Trees"
"47","CRS3035RES50000mN1450000E5700000","ataxobird",0.3,"Alpha","Taxonomic","Birds"
"48","CRS3035RES50000mN1450000E5700000","ataxotree",0.340659340659341,"Alpha","Taxonomic","Trees"
"49","CRS3035RES50000mN1450000E5750000","afuncBirds",0.0844635364207826,"Alpha","Functional","Birds"
"50","CRS3035RES50000mN1450000E5750000","afuncTrees",0.0637282966508676,"Alpha","Functional","Trees"
"51","CRS3035RES50000mN1450000E5750000","aphyloBirds",0.309875369617593,"Alpha","Phylogenetic","Birds"
"52","CRS3035RES50000mN1450000E5750000","aphyloTrees",0.482943518121075,"Alpha","Phylogenetic","Trees"
"53","CRS3035RES50000mN1450000E5750000","ataxobird",0.281818181818182,"Alpha","Taxonomic","Birds"
"54","CRS3035RES50000mN1450000E5750000","ataxotree",0.285714285714286,"Alpha","Taxonomic","Trees"
"55","CRS3035RES50000mN1450000E5800000","afuncBirds",0.0305968872689638,"Alpha","Functional","Birds"
"56","CRS3035RES50000mN1450000E5800000","afuncTrees",0.0232842393036211,"Alpha","Functional","Trees"
"57","CRS3035RES50000mN1450000E5800000","aphyloBirds",0.126421425519444,"Alpha","Phylogenetic","Birds"
"58","CRS3035RES50000mN1450000E5800000","aphyloTrees",0.359575478205776,"Alpha","Phylogenetic","Trees"
"59","CRS3035RES50000mN1450000E5800000","ataxobird",0.109090909090909,"Alpha","Taxonomic","Birds"
"60","CRS3035RES50000mN1450000E5800000","ataxotree",0.131868131868132,"Alpha","Taxonomic","Trees"
"61","CRS3035RES50000mN1500000E4450000","afuncBirds",0.105467129289381,"Alpha","Functional","Birds"
"62","CRS3035RES50000mN1500000E4450000","afuncTrees",0.0101567397224654,"Alpha","Functional","Trees"
"63","CRS3035RES50000mN1500000E4450000","aphyloBirds",0.254083618396454,"Alpha","Phylogenetic","Birds"
"64","CRS3035RES50000mN1500000E4450000","aphyloTrees",0.261960328772539,"Alpha","Phylogenetic","Trees"
"65","CRS3035RES50000mN1500000E4450000","ataxobird",0.172727272727273,"Alpha","Taxonomic","Birds"
"66","CRS3035RES50000mN1500000E4450000","ataxotree",0.0769230769230769,"Alpha","Taxonomic","Trees"
"67","CRS3035RES50000mN1500000E4500000","afuncBirds",0.105467129289381,"Alpha","Functional","Birds"
"68","CRS3035RES50000mN1500000E4500000","afuncTrees",0.0129376311130714,"Alpha","Functional","Trees"
"69","CRS3035RES50000mN1500000E4500000","aphyloBirds",0.254083618396454,"Alpha","Phylogenetic","Birds"
"70","CRS3035RES50000mN1500000E4500000","aphyloTrees",0.303297575299858,"Alpha","Phylogenetic","Trees"
"71","CRS3035RES50000mN1500000E4500000","ataxobird",0.172727272727273,"Alpha","Taxonomic","Birds"
"72","CRS3035RES50000mN1500000E4500000","ataxotree",0.0989010989010989,"Alpha","Taxonomic","Trees"
"73","CRS3035RES50000mN1500000E4700000","afuncBirds",0.172638191237326,"Alpha","Functional","Birds"
"74","CRS3035RES50000mN1500000E4700000","afuncTrees",0.129083901413297,"Alpha","Functional","Trees"
"75","CRS3035RES50000mN1500000E4700000","aphyloBirds",0.427312953390803,"Alpha","Phylogenetic","Birds"
"76","CRS3035RES50000mN1500000E4700000","aphyloTrees",0.557496115894989,"Alpha","Phylogenetic","Trees"
"77","CRS3035RES50000mN1500000E4700000","ataxobird",0.318181818181818,"Alpha","Taxonomic","Birds"
"78","CRS3035RES50000mN1500000E4700000","ataxotree",0.351648351648352,"Alpha","Taxonomic","Trees"
"79","CRS3035RES50000mN1500000E4750000","afuncBirds",0.351921828744517,"Alpha","Functional","Birds"
"80","CRS3035RES50000mN1500000E4750000","afuncTrees",0.0975527182784117,"Alpha","Functional","Trees"
"81","CRS3035RES50000mN1500000E4750000","aphyloBirds",0.452576722313113,"Alpha","Phylogenetic","Birds"
"82","CRS3035RES50000mN1500000E4750000","aphyloTrees",0.543923531622799,"Alpha","Phylogenetic","Trees"
"83","CRS3035RES50000mN1500000E4750000","ataxobird",0.3,"Alpha","Taxonomic","Birds"
"84","CRS3035RES50000mN1500000E4750000","ataxotree",0.32967032967033,"Alpha","Taxonomic","Trees"
"85","CRS3035RES50000mN1500000E5500000","afuncBirds",0.0248416490370449,"Alpha","Functional","Birds"
"86","CRS3035RES50000mN1500000E5500000","afuncTrees",0.0183545385139707,"Alpha","Functional","Trees"
"87","CRS3035RES50000mN1500000E5500000","aphyloBirds",0.170470756544011,"Alpha","Phylogenetic","Birds"
"88","CRS3035RES50000mN1500000E5500000","aphyloTrees",0.28219332542549,"Alpha","Phylogenetic","Trees"
"89","CRS3035RES50000mN1500000E5500000","ataxobird",0.1,"Alpha","Taxonomic","Birds"
"90","CRS3035RES50000mN1500000E5500000","ataxotree",0.0989010989010989,"Alpha","Taxonomic","Trees"
"91","CRS3035RES50000mN1500000E5600000","afuncBirds",0.141338955701136,"Alpha","Functional","Birds"
"92","CRS3035RES50000mN1500000E5600000","afuncTrees",0.072858165446533,"Alpha","Functional","Trees"
"93","CRS3035RES50000mN1500000E5600000","aphyloBirds",0.383115656243042,"Alpha","Phylogenetic","Birds"
"94","CRS3035RES50000mN1500000E5600000","aphyloTrees",0.41968438687418,"Alpha","Phylogenetic","Trees"
"95","CRS3035RES50000mN1500000E5600000","ataxobird",0.318181818181818,"Alpha","Taxonomic","Birds"
"96","CRS3035RES50000mN1500000E5600000","ataxotree",0.186813186813187,"Alpha","Taxonomic","Trees"
"97","CRS3035RES50000mN1500000E5650000","afuncBirds",0.181673089079976,"Alpha","Functional","Birds"
"98","CRS3035RES50000mN1500000E5650000","afuncTrees",0.0951739292840622,"Alpha","Functional","Trees"
"99","CRS3035RES50000mN1500000E5650000","aphyloBirds",0.389448346245524,"Alpha","Phylogenetic","Birds"
"100","CRS3035RES50000mN1500000E5650000","aphyloTrees",0.507184010684513,"Alpha","Phylogenetic","Trees"
"101","CRS3035RES50000mN1500000E5650000","ataxobird",0.290909090909091,"Alpha","Taxonomic","Birds"
"102","CRS3035RES50000mN1500000E5650000","ataxotree",0.274725274725275,"Alpha","Taxonomic","Trees"
"103","CRS3035RES50000mN1500000E5700000","afuncBirds",0.13383576984138,"Alpha","Functional","Birds"
"104","CRS3035RES50000mN1500000E5700000","afuncTrees",0.01911053888992,"Alpha","Functional","Trees"
"105","CRS3035RES50000mN1500000E5700000","aphyloBirds",0.28128514940369,"Alpha","Phylogenetic","Birds"
"106","CRS3035RES50000mN1500000E5700000","aphyloTrees",0.376373178048621,"Alpha","Phylogenetic","Trees"
"107","CRS3035RES50000mN1500000E5700000","ataxobird",0.145454545454545,"Alpha","Taxonomic","Birds"
"108","CRS3035RES50000mN1500000E5700000","ataxotree",0.164835164835165,"Alpha","Taxonomic","Trees"
"109","CRS3035RES50000mN1500000E5750000","afuncBirds",0.0465510470571237,"Alpha","Functional","Birds"
"110","CRS3035RES50000mN1500000E5750000","afuncTrees",0.0154235443814947,"Alpha","Functional","Trees"
"111","CRS3035RES50000mN1500000E5750000","aphyloBirds",0.188464250889842,"Alpha","Phylogenetic","Birds"
"112","CRS3035RES50000mN1500000E5750000","aphyloTrees",0.344486290580564,"Alpha","Phylogenetic","Trees"
"113","CRS3035RES50000mN1500000E5750000","ataxobird",0.109090909090909,"Alpha","Taxonomic","Birds"
"114","CRS3035RES50000mN1500000E5750000","ataxotree",0.120879120879121,"Alpha","Taxonomic","Trees"
"115","CRS3035RES50000mN1500000E5850000","afuncBirds",0.0743064459627994,"Alpha","Functional","Birds"
"116","CRS3035RES50000mN1500000E5850000","afuncTrees",0.0124470442834645,"Alpha","Functional","Trees"
"117","CRS3035RES50000mN1500000E5850000","aphyloBirds",0.192385582609313,"Alpha","Phylogenetic","Birds"
"118","CRS3035RES50000mN1500000E5850000","aphyloTrees",0.337158701604152,"Alpha","Phylogenetic","Trees"
"119","CRS3035RES50000mN1500000E5850000","ataxobird",0.1,"Alpha","Taxonomic","Birds"
"120","CRS3035RES50000mN1500000E5850000","ataxotree",0.10989010989011,"Alpha","Taxonomic","Trees"
"121","CRS3035RES50000mN1550000E2850000","afuncBirds",0.338077160324207,"Alpha","Functional","Birds"
"122","CRS3035RES50000mN1550000E2850000","afuncTrees",0.0900241047809837,"Alpha","Functional","Trees"
"123","CRS3035RES50000mN1550000E2850000","aphyloBirds",0.587599246756683,"Alpha","Phylogenetic","Birds"
"124","CRS3035RES50000mN1550000E2850000","aphyloTrees",0.418923611781672,"Alpha","Phylogenetic","Trees"
"125","CRS3035RES50000mN1550000E2850000","ataxobird",0.5,"Alpha","Taxonomic","Birds"
"126","CRS3035RES50000mN1550000E2850000","ataxotree",0.208791208791209,"Alpha","Taxonomic","Trees"
"127","CRS3035RES50000mN1550000E2900000","afuncBirds",0.719087807322646,"Alpha","Functional","Birds"
"128","CRS3035RES50000mN1550000E2900000","afuncTrees",0.221304263253447,"Alpha","Functional","Trees"
"129","CRS3035RES50000mN1550000E2900000","aphyloBirds",0.789652931722378,"Alpha","Phylogenetic","Birds"
"130","CRS3035RES50000mN1550000E2900000","aphyloTrees",0.665866097714335,"Alpha","Phylogenetic","Trees"
"131","CRS3035RES50000mN1550000E2900000","ataxobird",0.636363636363636,"Alpha","Taxonomic","Birds"
"132","CRS3035RES50000mN1550000E2900000","ataxotree",0.461538461538462,"Alpha","Taxonomic","Trees"
"133","CRS3035RES50000mN1550000E4600000","afuncBirds",0.286882274346967,"Alpha","Functional","Birds"
"134","CRS3035RES50000mN1550000E4600000","afuncTrees",0.048639584936849,"Alpha","Functional","Trees"
"135","CRS3035RES50000mN1550000E4600000","aphyloBirds",0.459676636459525,"Alpha","Phylogenetic","Birds"
"136","CRS3035RES50000mN1550000E4600000","aphyloTrees",0.41361429788384,"Alpha","Phylogenetic","Trees"
"137","CRS3035RES50000mN1550000E4600000","ataxobird",0.309090909090909,"Alpha","Taxonomic","Birds"
"138","CRS3035RES50000mN1550000E4600000","ataxotree",0.241758241758242,"Alpha","Taxonomic","Trees"
"139","CRS3035RES50000mN1550000E4650000","afuncBirds",0.318961486440761,"Alpha","Functional","Birds"
"140","CRS3035RES50000mN1550000E4650000","afuncTrees",0.0822773498532058,"Alpha","Functional","Trees"
"141","CRS3035RES50000mN1550000E4650000","aphyloBirds",0.58097688977796,"Alpha","Phylogenetic","Birds"
"142","CRS3035RES50000mN1550000E4650000","aphyloTrees",0.465713497594474,"Alpha","Phylogenetic","Trees"
"143","CRS3035RES50000mN1550000E4650000","ataxobird",0.4,"Alpha","Taxonomic","Birds"
"144","CRS3035RES50000mN1550000E4650000","ataxotree",0.296703296703297,"Alpha","Taxonomic","Trees"
"145","CRS3035RES50000mN1550000E4700000","afuncBirds",0.262945297317906,"Alpha","Functional","Birds"
"146","CRS3035RES50000mN1550000E4700000","afuncTrees",0.0941392949698307,"Alpha","Functional","Trees"
"147","CRS3035RES50000mN1550000E4700000","aphyloBirds",0.562711936454376,"Alpha","Phylogenetic","Birds"
"148","CRS3035RES50000mN1550000E4700000","aphyloTrees",0.610273154067772,"Alpha","Phylogenetic","Trees"
"149","CRS3035RES50000mN1550000E4700000","ataxobird",0.372727272727273,"Alpha","Taxonomic","Birds"
"150","CRS3035RES50000mN1550000E4700000","ataxotree",0.406593406593407,"Alpha","Taxonomic","Trees"
"151","CRS3035RES50000mN1550000E4750000","afuncBirds",0.39487892528041,"Alpha","Functional","Birds"
"152","CRS3035RES50000mN1550000E4750000","afuncTrees",0.117272430111163,"Alpha","Functional","Trees"
"153","CRS3035RES50000mN1550000E4750000","aphyloBirds",0.550260325615996,"Alpha","Phylogenetic","Birds"
"154","CRS3035RES50000mN1550000E4750000","aphyloTrees",0.679832753688654,"Alpha","Phylogenetic","Trees"
"155","CRS3035RES50000mN1550000E4750000","ataxobird",0.354545454545455,"Alpha","Taxonomic","Birds"
"156","CRS3035RES50000mN1550000E4750000","ataxotree",0.483516483516484,"Alpha","Taxonomic","Trees"
"157","CRS3035RES50000mN1550000E5350000","afuncBirds",0.284870140299698,"Alpha","Functional","Birds"
"158","CRS3035RES50000mN1550000E5350000","afuncTrees",0.00293359244132953,"Alpha","Functional","Trees"
"159","CRS3035RES50000mN1550000E5350000","aphyloBirds",0.360253839580268,"Alpha","Phylogenetic","Birds"
"160","CRS3035RES50000mN1550000E5350000","aphyloTrees",0.26003280975177,"Alpha","Phylogenetic","Trees"
"161","CRS3035RES50000mN1550000E5350000","ataxobird",0.272727272727273,"Alpha","Taxonomic","Birds"
"162","CRS3035RES50000mN1550000E5350000","ataxotree",0.0549450549450549,"Alpha","Taxonomic","Trees"
"163","CRS3035RES50000mN1550000E5400000","afuncBirds",0.0783795824627378,"Alpha","Functional","Birds"
"164","CRS3035RES50000mN1550000E5400000","afuncTrees",0.0436956470638708,"Alpha","Functional","Trees"
"165","CRS3035RES50000mN1550000E5400000","aphyloBirds",0.238771434421337,"Alpha","Phylogenetic","Birds"
"166","CRS3035RES50000mN1550000E5400000","aphyloTrees",0.277694417411656,"Alpha","Phylogenetic","Trees"
"167","CRS3035RES50000mN1550000E5400000","ataxobird",0.2,"Alpha","Taxonomic","Birds"
"168","CRS3035RES50000mN1550000E5400000","ataxotree",0.131868131868132,"Alpha","Taxonomic","Trees"
"169","CRS3035RES50000mN1550000E5450000","afuncBirds",0.0794186132274766,"Alpha","Functional","Birds"
"170","CRS3035RES50000mN1550000E5450000","afuncTrees",0.0673853837921713,"Alpha","Functional","Trees"
"171","CRS3035RES50000mN1550000E5450000","aphyloBirds",0.256427252304218,"Alpha","Phylogenetic","Birds"
"172","CRS3035RES50000mN1550000E5450000","aphyloTrees",0.483685349846563,"Alpha","Phylogenetic","Trees"
"173","CRS3035RES50000mN1550000E5450000","ataxobird",0.2,"Alpha","Taxonomic","Birds"
"174","CRS3035RES50000mN1550000E5450000","ataxotree",0.263736263736264,"Alpha","Taxonomic","Trees"
"175","CRS3035RES50000mN1550000E5500000","afuncBirds",0.0794186132274766,"Alpha","Functional","Birds"
"176","CRS3035RES50000mN1550000E5500000","afuncTrees",0.025860262792321,"Alpha","Functional","Trees"
"177","CRS3035RES50000mN1550000E5500000","aphyloBirds",0.256427252304218,"Alpha","Phylogenetic","Birds"
"178","CRS3035RES50000mN1550000E5500000","aphyloTrees",0.312472219623967,"Alpha","Phylogenetic","Trees"
"179","CRS3035RES50000mN1550000E5500000","ataxobird",0.2,"Alpha","Taxonomic","Birds"
"180","CRS3035RES50000mN1550000E5500000","ataxotree",0.10989010989011,"Alpha","Taxonomic","Trees"
"181","CRS3035RES50000mN1550000E5850000","afuncBirds",0.0743064459627994,"Alpha","Functional","Birds"
"182","CRS3035RES50000mN1550000E5850000","afuncTrees",0.0320330351743902,"Alpha","Functional","Trees"
"183","CRS3035RES50000mN1550000E5850000","aphyloBirds",0.192385582609313,"Alpha","Phylogenetic","Birds"
"184","CRS3035RES50000mN1550000E5850000","aphyloTrees",0.464558826070599,"Alpha","Phylogenetic","Trees"
"185","CRS3035RES50000mN1550000E5850000","ataxobird",0.1,"Alpha","Taxonomic","Birds"
"186","CRS3035RES50000mN1550000E5850000","ataxotree",0.208791208791209,"Alpha","Taxonomic","Trees"
"187","CRS3035RES50000mN1600000E2850000","afuncBirds",0.760488444713193,"Alpha","Functional","Birds"
"188","CRS3035RES50000mN1600000E2850000","afuncTrees",0.245908351991318,"Alpha","Functional","Trees"
"189","CRS3035RES50000mN1600000E2850000","aphyloBirds",0.700605013952745,"Alpha","Phylogenetic","Birds"
"190","CRS3035RES50000mN1600000E2850000","aphyloTrees",0.641918856896651,"Alpha","Phylogenetic","Trees"
"191","CRS3035RES50000mN1600000E2850000","ataxobird",0.5,"Alpha","Taxonomic","Birds"
"192","CRS3035RES50000mN1600000E2850000","ataxotree",0.483516483516484,"Alpha","Taxonomic","Trees"
"193","CRS3035RES50000mN1600000E2900000","afuncBirds",0.75399063776076,"Alpha","Functional","Birds"
"194","CRS3035RES50000mN1600000E2900000","afuncTrees",0.248385205509057,"Alpha","Functional","Trees"
"195","CRS3035RES50000mN1600000E2900000","aphyloBirds",0.878499555432305,"Alpha","Phylogenetic","Birds"
"196","CRS3035RES50000mN1600000E2900000","aphyloTrees",0.736239487008466,"Alpha","Phylogenetic","Trees"
"197","CRS3035RES50000mN1600000E2900000","ataxobird",0.709090909090909,"Alpha","Taxonomic","Birds"
"198","CRS3035RES50000mN1600000E2900000","ataxotree",0.571428571428571,"Alpha","Taxonomic","Trees"
"199","CRS3035RES50000mN1600000E2950000","afuncBirds",0.43761139669767,"Alpha","Functional","Birds"
"200","CRS3035RES50000mN1600000E2950000","afuncTrees",0.295383594506294,"Alpha","Functional","Trees"
"201","CRS3035RES50000mN1600000E2950000","aphyloBirds",0.624505746712731,"Alpha","Phylogenetic","Birds"
"202","CRS3035RES50000mN1600000E2950000","aphyloTrees",0.816416289497697,"Alpha","Phylogenetic","Trees"
"203","CRS3035RES50000mN1600000E2950000","ataxobird",0.490909090909091,"Alpha","Taxonomic","Birds"
"204","CRS3035RES50000mN1600000E2950000","ataxotree",0.615384615384615,"Alpha","Taxonomic","Trees"
"205","CRS3035RES50000mN1600000E3000000","afuncBirds",0.317972235889902,"Alpha","Functional","Birds"
"206","CRS3035RES50000mN1600000E3000000","afuncTrees",0.216056905375824,"Alpha","Functional","Trees"
"207","CRS3035RES50000mN1600000E3000000","aphyloBirds",0.426609419997969,"Alpha","Phylogenetic","Birds"
"208","CRS3035RES50000mN1600000E3000000","aphyloTrees",0.699387193607408,"Alpha","Phylogenetic","Trees"
"209","CRS3035RES50000mN1600000E3000000","ataxobird",0.318181818181818,"Alpha","Taxonomic","Birds"
"210","CRS3035RES50000mN1600000E3000000","ataxotree",0.461538461538462,"Alpha","Taxonomic","Trees"
"211","CRS3035RES50000mN1600000E3050000","afuncBirds",0.595976270273516,"Alpha","Functional","Birds"
"212","CRS3035RES50000mN1600000E3050000","afuncTrees",0.257306763879555,"Alpha","Functional","Trees"
"213","CRS3035RES50000mN1600000E3050000","aphyloBirds",0.734686588098305,"Alpha","Phylogenetic","Birds"
"214","CRS3035RES50000mN1600000E3050000","aphyloTrees",0.732284657374815,"Alpha","Phylogenetic","Trees"
"215","CRS3035RES50000mN1600000E3050000","ataxobird",0.627272727272727,"Alpha","Taxonomic","Birds"
"216","CRS3035RES50000mN1600000E3050000","ataxotree",0.56043956043956,"Alpha","Taxonomic","Trees"
"217","CRS3035RES50000mN1600000E3100000","afuncBirds",0.610103747837264,"Alpha","Functional","Birds"
"218","CRS3035RES50000mN1600000E3100000","afuncTrees",0.281448693616299,"Alpha","Functional","Trees"
"219","CRS3035RES50000mN1600000E3100000","aphyloBirds",0.734034995278273,"Alpha","Phylogenetic","Birds"
"220","CRS3035RES50000mN1600000E3100000","aphyloTrees",0.747849757968837,"Alpha","Phylogenetic","Trees"
"221","CRS3035RES50000mN1600000E3100000","ataxobird",0.6,"Alpha","Taxonomic","Birds"
"222","CRS3035RES50000mN1600000E3100000","ataxotree",0.626373626373626,"Alpha","Taxonomic","Trees"
"223","CRS3035RES50000mN1600000E3150000","afuncBirds",0.518771648522418,"Alpha","Functional","Birds"
"224","CRS3035RES50000mN1600000E3150000","afuncTrees",0.269367622256376,"Alpha","Functional","Trees"
"225","CRS3035RES50000mN1600000E3150000","aphyloBirds",0.679403480576465,"Alpha","Phylogenetic","Birds"
"226","CRS3035RES50000mN1600000E3150000","aphyloTrees",0.820474732256742,"Alpha","Phylogenetic","Trees"
"227","CRS3035RES50000mN1600000E3150000","ataxobird",0.536363636363636,"Alpha","Taxonomic","Birds"
"228","CRS3035RES50000mN1600000E3150000","ataxotree",0.659340659340659,"Alpha","Taxonomic","Trees"
"229","CRS3035RES50000mN1600000E3200000","afuncBirds",0.523335766354863,"Alpha","Functional","Birds"
"230","CRS3035RES50000mN1600000E3200000","afuncTrees",0.168974410712886,"Alpha","Functional","Trees"
"231","CRS3035RES50000mN1600000E3200000","aphyloBirds",0.552477164711576,"Alpha","Phylogenetic","Birds"
"232","CRS3035RES50000mN1600000E3200000","aphyloTrees",0.553454648705613,"Alpha","Phylogenetic","Trees"
"233","CRS3035RES50000mN1600000E3200000","ataxobird",0.418181818181818,"Alpha","Taxonomic","Birds"
"234","CRS3035RES50000mN1600000E3200000","ataxotree",0.340659340659341,"Alpha","Taxonomic","Trees"
"235","CRS3035RES50000mN1600000E4500000","afuncBirds",0.241837155356667,"Alpha","Functional","Birds"
"236","CRS3035RES50000mN1600000E4500000","afuncTrees",0.0296193803926017,"Alpha","Functional","Trees"
"237","CRS3035RES50000mN1600000E4500000","aphyloBirds",0.479674489380606,"Alpha","Phylogenetic","Birds"
"238","CRS3035RES50000mN1600000E4500000","aphyloTrees",0.323084038745432,"Alpha","Phylogenetic","Trees"
"239","CRS3035RES50000mN1600000E4500000","ataxobird",0.272727272727273,"Alpha","Taxonomic","Birds"
"240","CRS3035RES50000mN1600000E4500000","ataxotree",0.153846153846154,"Alpha","Taxonomic","Trees"
"241","CRS3035RES50000mN1600000E4550000","afuncBirds",0.269995431767287,"Alpha","Functional","Birds"
"242","CRS3035RES50000mN1600000E4550000","afuncTrees",0.0891088918296434,"Alpha","Functional","Trees"
"243","CRS3035RES50000mN1600000E4550000","aphyloBirds",0.588075006153127,"Alpha","Phylogenetic","Birds"
"244","CRS3035RES50000mN1600000E4550000","aphyloTrees",0.532726192323642,"Alpha","Phylogenetic","Trees"
"245","CRS3035RES50000mN1600000E4550000","ataxobird",0.418181818181818,"Alpha","Taxonomic","Birds"
"246","CRS3035RES50000mN1600000E4550000","ataxotree",0.351648351648352,"Alpha","Taxonomic","Trees"
"247","CRS3035RES50000mN1600000E4600000","afuncBirds",0.335382747677245,"Alpha","Functional","Birds"
"248","CRS3035RES50000mN1600000E4600000","afuncTrees",0.137681692312632,"Alpha","Functional","Trees"
"249","CRS3035RES50000mN1600000E4600000","aphyloBirds",0.542128593379306,"Alpha","Phylogenetic","Birds"
"250","CRS3035RES50000mN1600000E4600000","aphyloTrees",0.654085651314834,"Alpha","Phylogenetic","Trees"
"251","CRS3035RES50000mN1600000E4600000","ataxobird",0.4,"Alpha","Taxonomic","Birds"
"252","CRS3035RES50000mN1600000E4600000","ataxotree",0.615384615384615,"Alpha","Taxonomic","Trees"
"253","CRS3035RES50000mN1600000E4650000","afuncBirds",0.287356969688285,"Alpha","Functional","Birds"
"254","CRS3035RES50000mN1600000E4650000","afuncTrees",0.149157655365844,"Alpha","Functional","Trees"
"255","CRS3035RES50000mN1600000E4650000","aphyloBirds",0.50297206936402,"Alpha","Phylogenetic","Birds"
"256","CRS3035RES50000mN1600000E4650000","aphyloTrees",0.744641828664614,"Alpha","Phylogenetic","Trees"
